1665557944595041024.000000, 0.000000000, 0.000000000, 0.000000000, -0.000000000, -0.000000000, -0.000000000, 1.000000000,
1665557944795555072.000000, 0.010075632, -0.001140234, 0.112965763, -0.001263078, -0.000852204, 0.000542508, 0.999998689,
1665557944995714048.000000, 0.010592023, -0.009237132, 0.223875150, -0.000734828, -0.000844826, 0.001695256, 0.999997973,
1665557945198089984.000000, 0.017586943, -0.001976484, 0.345994711, 0.000764869, 0.000486134, 0.001505988, 0.999998450,
1665557945397219840.000000, 0.019595265, -0.000223814, 0.457591087, 0.000115344, 0.001568328, 0.000665514, 0.999998569,
1665557945597696000.000000, 0.012590269, -0.001348795, 0.565854192, 0.000521038, 0.003368756, -0.000340387, 0.999994159,
1665557945800803840.000000, -0.000722422, -0.005885120, 0.653551936, 0.000344179, 0.007357680, -0.000274426, 0.999972880,
1665557946001521152.000000, 0.032875787, -0.001442902, 0.756949484, 0.000538658, 0.004461435, -0.000866715, 0.999989569,
1665557946199908864.000000, 0.037987530, -0.000987558, 0.832950413, 0.000693723, 0.006828343, -0.001728415, 0.999975026,
1665557946404675072.000000, 0.052165225, 0.000018124, 0.903694153, 0.001800153, 0.007893614, 0.001355155, 0.999966323,
1665557946601596160.000000, 0.056024849, 0.002499113, 0.975294232, 0.002370533, 0.007998067, 0.000441522, 0.999965191,
1665557946802542848.000000, 0.055705842, -0.000380001, 1.039628983, 0.002106032, 0.011056434, -0.000433946, 0.999936640,
1665557947005783040.000000, 0.061637588, 0.000681627, 1.100367904, 0.001876607, 0.013144594, -0.001176735, 0.999911189,
1665557947206854144.000000, 0.069622710, -0.003314743, 1.155676126, 0.000514485, 0.013508838, -0.001168914, 0.999907970,
1665557947405169920.000000, 0.074057870, 0.000685220, 1.214163542, 0.001973431, 0.015630107, 0.000583062, 0.999875784,
1665557947608813056.000000, 0.074107297, -0.003758347, 1.281823874, 0.000357821, 0.016002003, -0.000275987, 0.999871910,
1665557947808096000.000000, 0.104202271, -0.005343473, 1.352864504, -0.000182111, 0.011712712, 0.000539495, 0.999931276,
1665557948007353088.000000, 0.105851531, -0.007104955, 1.407652736, -0.000916015, 0.011483227, 0.000377901, 0.999933660,
1665557948211144960.000000, 0.106168099, -0.005764239, 1.463330507, -0.000589402, 0.012514717, 0.000663821, 0.999921322,
1665557948412759040.000000, 0.102779835, -0.007119259, 1.508006215, -0.001164000, 0.013846247, -0.001694424, 0.999902070,
1665557948612265984.000000, 0.104450323, -0.005684852, 1.544267416, -0.000359606, 0.014126582, -0.001037607, 0.999899626,
1665557948817111040.000000, 0.101363771, -0.008845819, 1.580696464, -0.001334856, 0.015664911, -0.000311523, 0.999876440,
1665557949015842816.000000, 0.098480225, -0.010268700, 1.595698833, -0.001522023, 0.016212989, -0.000446669, 0.999867320,
1665557949215420928.000000, 0.102808177, -0.004259776, 1.599481344, -0.000447499, 0.015301083, -0.000727344, 0.999882638,
1665557949418803968.000000, 0.098264188, -0.008688285, 1.597749233, -0.001332575, 0.016240118, -0.000997763, 0.999866784,
1665557949618969088.000000, 0.095851414, -0.009371292, 1.593335271, -0.001803841, 0.016781189, -0.000677390, 0.999857366,
1665557949819590144.000000, 0.090234131, -0.012526564, 1.592006564, -0.002659437, 0.017725410, -0.001231195, 0.999838650,
